30000  210000
18890  11690  31
18891  5670  16
18891  11359  83
18891  1669  44
18891  882  24
18891  7301  27
18891  7497  22
18891  3240  59
18892  20718  62
18892  10519  34
18892  29414  63
18892  22484  80
18892  18431  89
18892  8776  51
18892  27383  75
18893  14585  81
18893  6493  32
18893  2570  72
18893  22730  17
18893  27364  34
18893  586  7
18893  20336  36
18894  25894  45
18894  6865  26
18894  23983  70
18894  17773  98
18894  8462  57
18894  13784  79
18894  10222  36
18895  16460  58
18895  25852  89
18895  16214  16
18895  15651  38
18895  1701  22
18895  5303  16
18895  17975  21
18896  27271  72
18896  27658  76
18896  9387  94
18896  13566  96
18896  9422  22
18896  4608  84
18896  10832  94
18897  5418  18
18897  25914  96
18897  15266  96
18897  22736  7
18897  29537  84
18897  2165  41
18897  27325  80
18898  16149  38
18898  2270  46
18898  10927  21
18898  14844  50
18898  28452  74
18898  17486  51
18898  21597  25
18899  25724  64
18899  20577  72
18899  909  87
18899  22874  82
18899  15502  2
18899  18805  58
18899  2630  100
18900  5056  15
18900  22482  35
18900  26540  71
18900  29362  90
18900  21263  64
18900  9284  64
18900  175  90
18901  21245  36
18901  11252  73
18901  7561  27
18901  23982  63
18901  9036  20
18901  18830  91
18901  9858  31
18902  22824  88
18902  9166  46
18902  5839  83
18902  19470  47
18902  22130  42
18902  22587  22
18902  28408  56
18903  25684  38
18903  20434  57
18903  19775  2
18903  5332  84
18903  20275  79
18903  28105  4
18903  29948  39
18904  23852  60
18904  22571  45
18904  24534  21
18904  22728  44
18904  5272  5
18904  26714  72
18904  6834  31
18905  3443  54
18905  28366  34
18905  28267  96
18905  15865  30
18905  24032  1
18905  7518  85
18905  16540  77
18906  29763  28
18906  10219  70
18906  8254  37
18906  7655  82
18906  25885  5
18906  18661  92
18906  9623  86
18907  26674  56
18907  13288  33
18907  24564  78
18907  7088  12
18907  25023  34
18907  5588  47
18907  13724  54
18908  28142  61
18908  4972  89
18908  17612  100
18908  8815  9
18908  19419  7
18908  17614  80
18908  23975  80
18909  7246  55
18909  17526  59
18909  8422  71
18909  29375  83
18909  17362  34
18909  20652  45
18909  1979  18
18910  4938  99
18910  17403  59
18910  6813  21
18910  2411  76
18910  23083  34
18910  6696  50
18910  29943  94
18911  20073  100
18911  29667  6
18911  28775  56
18911  24526  80
18911  29334  63
18911  24516  1
18911  11421  34
18912  21208  5
18912  16005  68
18912  27706  44
18912  25142  25
18912  4075  2
18912  23705  41
18912  9515  23
18913  16873  65
18913  7600  75
18913  570  75
18913  3823  36
18913  4961  11
18913  9792  66
18913  1038  65
18914  21604  48
18914  19152  16
18914  24091  73
18914  28781  59
18914  2431  20
18914  987  4
18914  27330  19
18915  29607  81
18915  14612  9
18915  18434  18
18915  151  28
18915  11599  7
18915  21702  66
18915  21608  34
18916  22889  1
18916  4714  54
18916  3298  9
18916  25905  28
18916  23885  71
18916  25364  100
18916  11998  58
18917  1784  9
18917  4500  15
18917  26526  74
18917  21472  1
18917  9711  3
18917  5089  14
18917  7762  91
18918  6717  14
18918  7270  39
18918  27291  82
18918  24604  93
18918  13216  95
18918  5991  70
18918  8325  76
18919  24627  48
18919  27980  66
18919  6474  96
18919  25163  76
18919  10474  53
18919  25153  54
18919  4956  55
18920  17916  34
18920  27070  60
18920  22105  62
18920  29362  41
18920  143  85
18920  13362  47
18920  12541  57
18921  16522  23
18921  9943  97
18921  17983  90
18921  18675  3
18921  26127  77
18921  12409  22
18921  17054  36
18922  16088  51
18922  4255  26
18922  6621  92
18922  1053  33
18922  15152  62
18922  1717  18
18922  14059  24
18923  23188  2
18923  3097  64
18923  20262  28
18923  16385  75
18923  22784  43
18923  7601  56
18923  6007  100
18924  18083  24
18924  19174  76
18924  23677  17
18924  4971  22
18924  7410  40
18924  15518  79
18924  8495  81
18925  7890  11
18925  9908  45
18925  21526  92
18925  22917  87
18925  10799  88
18925  4195  62
18925  2539  34
18926  24308  79
18926  9717  86
18926  3764  14
18926  12145  84
18926  13194  92
18926  13033  41
18926  26088  93
18927  4953  27
18927  182  63
18927  23962  1
18927  2402  35
18927  13962  85
18927  5994  6
18927  5685  58
18928  26196  54
18928  26446  86
18928  466  94
18928  20848  52
18928  9812  7
18928  10495  88
18928  16592  48
18929  5597  4
18929  27035  88
18929  10394  69
18929  3465  28
18929  6683  23
18929  8237  71
18929  5395  12
18930  22388  32
18930  23895  42
18930  7535  1
18930  27807  28
18930  5502  24
18930  13331  100
18930  19264  60
18931  10874  47
18931  13843  43
18931  23423  21
18931  25365  12
18931  9656  6
18931  22335  83
18931  2699  35
18932  9744  45
18932  18345  83
18932  13428  13
18932  4960  99
18932  23532  2
18932  19274  15
18932  2405  99
18933  21592  35
18933  22195  51
18933  18695  45
18933  1471  2
18933  10457  5
18933  21263  80
18933  38  89
18934  5198  58
18934  20941  19
18934  11649  27
18934  22123  18
18934  24708  75
18934  1454  45
18934  17992  92
18935  25122  70
18935  19239  90
18935  29507  62
18935  13754  53
18935  14776  31
18935  18941  97
18935  14780  33
18936  20364  77
18936  22551  75
18936  7253  19
18936  20146  9
18936  14676  39
18936  24651  51
18936  27743  61
18937  18252  67
18937  18280  59
18937  20665  69
18937  1776  38
18937  25759  1
18937  20833  12
18937  25529  64
18938  3348  32
18938  2180  1
18938  2429  13
18938  14338  61
18938  12703  7
18938  10751  72
18938  13986  69
18939  3250  1
18939  3622  28
18939  12884  71
18939  27385  31
18939  17954  90
18939  18291  28
18939  18978  24
18940  2413  4
18940  29477  55
18940  1204  83
18940  17424  39
18940  12771  31
18940  13472  70
18940  28386  55
18941  9730  24
18941  2262  37
18941  25462  14
18941  26251  15
18941  22772  5
18941  28696  99
18941  22479  71
18942  10448  77
18942  16948  74
18942  21741  1
18942  4335  3
18942  22041  2
18942  15966  1
18942  21990  46
18943  29535  43
18943  27899  29
18943  24558  49
18943  22282  100
18943  9396  31
18943  1135  95
18943  6731  71
18944  25771  34
18944  27647  44
18944  13465  59
18944  25305  46
18944  8263  61
18944  16129  34
18944  20014  32
18945  24514  58
18945  8167  63
18945  17508  30
18945  3751  97
18945  9210  44
18945  23562  94
18945  22270  16
18946  531  14
18946  20113  2
18946  4584  31
18946  7966  33
18946  22628  63
18946  5506  13
18946  28201  76
18947  26018  80
18947  23819  50
18947  16183  10
18947  26293  3
18947  26080  62
18947  14460  38
18947  21495  47
18948  17468  33
18948  2793  7
18948  20864  11
18948  12897  86
18948  14201  12
18948  10553  73
18948  16325  79
18949  26891  39
18949  18736  46
18949  11352  20
18949  19422  78
18949  4139  55
18949  18618  43
18949  4253  71
18950  20095  63
18950  24990  45
18950  14384  70
18950  10765  42
18950  28256  45
18950  3626  24
18950  18229  80
18951  14170  6
18951  13036  66
18951  26490  37
18951  25195  51
18951  10527  71
18951  18445  26
18951  3863  94
18952  9126  12
18952  3152  85
18952  12142  65
18952  1761  86
18952  3059  26
18952  20465  30
18952  7502  28
18953  20978  57
18953  29604  49
18953  23925  37
18953  17806  76
18953  25417  86
18953  27308  38
18953  4821  46
18954  9379  61
18954  16249  75
18954  4250  25
18954  27392  53
18954  28258  86
18954  8878  56
18954  11308  14
18955  29896  40
18955  23731  4
18955  450  28
18955  16302  73
18955  2390  74
18955  12958  61
18955  2711  14
18956  11155  56
18956  7334  61
18956  16942  6
18956  24767  15
18956  17116  34
18956  14403  100
18956  23769  4
18957  28977  20
18957  20834  65
18957  24437  89
18957  23673  17
18957  2012  2
18957  26435  25
18957  10147  27
18958  7711  99
18958  29124  37
18958  26750  5
18958  6828  91
18958  22272  30
18958  18354  94
18958  29202  76
18959  13985  61
18959  10088  71
18959  21960  71
18959  21162  31
18959  9830  35
18959  19941  19
18959  20738  71
18960  10841  86
18960  7550  29
18960  18330  73
18960  19129  5
18960  10031  63
18960  14631  59
18960  16957  1
18961  2252  77
18961  4176  48
18961  8789  41
18961  9378  35
18961  21830  34
18961  19189  78
18961  29960  17
18962  7959  32
18962  10612  73
18962  4257  72
18962  5090  94
18962  8409  13
18962  6130  5
18962  26870  65
18963  2041  33
18963  5102  60
18963  20936  17
18963  1491  63
18963  16468  87
18963  18253  47
18963  20552  61
18964  4809  75
18964  751  86
18964  23484  58
18964  5968  83
18964  2461  43
18964  25878  50
18964  13603  39
18965  15904  94
18965  23346  1
18965  7603  36
18965  7849  86
18965  3240  29
18965  4483  76
18965  25841  21
18966  5380  28
18966  6181  16
18966  28203  43
18966  29940  12
18966  7572  78
18966  26766  9
18966  25731  95
18967  27449  11
18967  523  64
18967  10332  70
18967  363  96
18967  11309  18
18967  24204  62
18967  19003  54
18968  11308  64
18968  12209  2
18968  29419  46
18968  20024  59
18968  15717  87
18968  737  19
18968  24456  41
18969  27624  30
18969  29911  30
18969  8294  17
18969  6032  12
18969  25311  44
18969  838  87
18969  13895  15
18970  24834  37
18970  24306  52
18970  11190  88
18970  15862  45
18970  687  39
18970  22467  73
18970  16079  70
18971  3848  34
18971  6168  85
18971  21197  77
18971  2311  11
18971  4846  47
18971  16398  21
18971  15221  42
18972  23464  49
18972  14206  42
18972  27462  96
18972  18666  46
18972  4834  34
18972  21830  97
18972  5764  99
18973  27575  54
18973  24362  34
18973  13438  23
18973  10596  71
18973  10162  44
18973  19178  80
18973  13672  63
18974  25251  85
18974  3064  11
18974  4431  16
18974  7416  32
18974  27455  100
18974  8733  6
18974  15981  56
18975  3083  82
18975  21154  72
18975  3302  97
18975  22878  86
18975  19102  43
18975  21009  11
18975  2271  31
18976  1556  53
18976  29914  14
18976  3049  38
18976  13089  56
18976  23230  33
18976  7744  85
18976  4621  14
18977  1574  44
18977  6731  57
18977  25676  76
18977  23333  98
18977  16899  27
18977  4564  97
18977  20873  64
18978  6677  58
18978  13795  62
18978  10259  5
18978  17032  87
18978  8933  26
18978  16768  10
18978  29054  40
18979  27783  8
18979  8497  65
18979  9610  25
18979  26048  56
18979  9545  2
18979  11938  87
18979  22064  82
18980  8652  45
18980  19496  94
18980  1166  7
18980  16576  91
18980  25658  100
18980  26901  25
18980  23106  64
18981  3131  16
18981  12757  10
18981  19222  24
18981  13010  56
18981  8854  11
18981  26629  90
18981  3313  89
18982  1206  74
18982  14202  43
18982  7907  29
18982  7638  71
18982  13561  44
18982  11929  17
18982  13453  1
18983  28436  42
18983  21075  23
18983  11109  57
18983  20026  74
18983  20738  58
18983  27007  24
18983  20565  81
18984  21792  34
18984  11812  15
18984  23701  44
18984  15781  50
18984  27644  90
18984  26143  16
18984  7050  19
18985  26234  95
18985  2176  48
18985  26462  6
18985  11703  54
18985  12562  48
18985  5648  32
18985  18618  94
18986  21697  85
18986  20906  73
18986  29412  77
18986  14410  36
18986  28824  54
18986  16339  50
18986  26610  40
18987  19382  6
18987  11954  70
18987  16074  90
18987  14028  85
18987  13540  89
18987  1691  47
18987  23118  21
18988  26207  85
18988  27593  42
18988  5738  35
18988  3705  60
18988  17117  42
18988  8184  29
18988  13858  15
18989  7695  58
18989  10578  65
18989  19705  63
18989  6752  42
18989  21136  61
18989  19459  11
18989  27131  8
18990  28219  39
18990  17969  56
18990  15444  39
18990  4534  40
18990  14620  76
18990  1693  24
18990  20365  13
18991  17022  40
18991  20197  67
18991  28114  3
18991  15242  36
18991  21119  45
18991  22905  32
18991  27434  66
18992  7958  88
18992  10407  8
18992  17010  69
18992  23091  68
18992  29022  89
18992  4  8
18992  28257  49
18993  22843  34
18993  3590  98
18993  22021  89
18993  22753  50
18993  7077  24
18993  5647  44
18993  7374  12
18994  19290  81
18994  18356  64
18994  10384  11
18994  5090  89
18994  13578  11
18994  5658  85
18994  20140  64
18995  6629  41
18995  13844  94
18995  26404  51
18995  10124  25
18995  22589  50
18995  20914  18
18995  12261  44
18996  28789  51
18996  13553  58
18996  12821  48
18996  3493  65
18996  4392  7
18996  21613  11
18996  4700  16
18997  24561  17
18997  25523  64
18997  17465  92
18997  10734  90
18997  10552  35
18997  16706  74
18997  27999  48
18998  19418  16
18998  7386  63
18998  28027  65
18998  13975  71
18998  10681  95
18998  13523  4
18998  5536  39
18999  25658  53
18999  9055  89
18999  29905  40
18999  22863  8
18999  20779  46
18999  16795  71
18999  19520  99
19000  6830  48
19000  2510  15
19000  13650  11
19000  16921  70
19000  21644  1
19000  10137  38
19000  23394  55
19001  22268  76
19001  16276  26
19001  19181  22
19001  27178  87
19001  17217  44
19001  3558  100
19001  26567  58
19002  29856  51
19002  7116  2
19002  26481  14
19002  22857  94
19002  859  27
19002  8510  59
19002  28916  17
19003  11687  80
19003  4886  67
19003  13677  90
19003  29220  66
19003  14447  64
19003  18137  16
19003  22115  69
19004  7798  30
19004  19084  83
19004  3015  7
19004  3888  85
19004  23350  4
19004  26727  95
19004  9538  99
19005  26515  55
19005  9399  52
19005  17861  44
19005  11787  98
19005  15088  75
19005  11817  47
19005  28698  22
19006  12796  35
19006  862  54
19006  13856  69
19006  27121  64
19006  10530  79
19006  1468  1
19006  19129  75
19007  18240  24
19007  1233  11
19007  19284  2
19007  15519  98
19007  11182  9
19007  27040  89
19007  25647  16
19008  2776  24
19008  1105  62
19008  13134  93
19008  11229  99
19008  2119  80
19008  8926  24
19008  7894  69
19009  26565  3
19009  25427  33
19009  10549  49
19009  11658  22
19009  7584  36
19009  17856  22
19009  18129  19
19010  6767  89
19010  6321  72
19010  10891  27
19010  4846  62
19010  23571  30
19010  8057  52
19010  11006  58
19011  17786  20
19011  22936  86
19011  21886  32
19011  18681  19
19011  25655  62
19011  10866  43
19011  27895  29
19012  15400  93
19012  24572  36
19012  9448  13
19012  1006  94
19012  15249  92
19012  9134  54
19012  22528  74
19013  11189  36
19013  27651  35
19013  9422  99
19013  14063  82
19013  24629  47
19013  24219  52
19013  11718  43
19014  4874  58
19014  2066  96
19014  14252  12
19014  12944  93
19014  25830  83
19014  27375  44
19014  9594  36
19015  28285  70
19015  327  100
19015  26642  94
19015  24171  14
19015  3960  36
19015  26807  66
19015  22324  3
19016  6593  66
19016  24452  28
19016  19840  97
19016  21152  100
19016  26670  35
19016  11459  23
19016  29492  66
19017  23239  79
19017  21764  84
19017  11360  58
19017  26532  36
19017  19857  83
19017  9400  25
19017  3603  48
19018  13765  74
19018  7023  74
19018  22977  33
19018  14950  89
19018  29873  62
19018  24813  7
19018  4871  12
19019  11276  85
19019  2467  6
19019  330  47
19019  21301  16
19019  10990  73
19019  10782  36
19019  11784  30
19020  14863  26
19020  2251  49
19020  25183  100
19020  12791  84
19020  14996  63
19020  19030  92
19020  22828  58
19021  12021  38
19021  29584  17
19021  10892  9
19021  6503  63
19021  7971  7
19021  18955  22
19021  4229  29
19022  18859  22
19022  2455  54
19022  23068  56
19022  28187  100
19022  29605  82
19022  15180  39
19022  19741  96
19023  22653  14
19023  16610  83
19023  24901  75
19023  960  71
19023  16155  4
19023  17463  2
19023  25995  64
19024  26847  54
19024  18204  14
19024  10669  86
19024  27525  86
19024  2869  71
19024  118  19
19024  1199  14
19025  6079  49
19025  5076  26
19025  17862  35
19025  23523  99
19025  13464  45
19025  16777  91
19025  7451  16
19026  13406  56
19026  12464  38
19026  21390  99
19026  21857  58
19026  21544  67
19026  20171  54
19026  13865  92
19027  24308  42
19027  27644  86
19027  25320  18
19027  23019  62
19027  25530  96
19027  13553  43
19027  15630  71
